 AGRALE,,,,,,,,,
6.95 AGCO ALLIS Refrigerado a aire,,P5174,,J3569R,J3570R,,,,
6.11O,T2208E,P5073,,J3569R,J3570R,,,,
6.11O,T2208E,Z5042,P5073,J3569R,J3570R,,,,
6.125,T2208E,P5174,P5188,J3569R,J3570R,,,,
6.125,T2208E,Z5042,P5073,J3569R,J3570R,,,,
6.125 DOBLE TRACCION  ,,,,J3512R,J3527R,,,,
6.150 AGCO ALLIS  Deutz BF6L913 Turbo,H2022,P5073,,J3512R,J3527R,,,,
6.175 AGCO ALLIS  Deutz BF6L913C Turbo,H2022,P5073,,J3537R,J3538R,,,,
6.190 AGCO ALLIS Deutz  BF6L913C Turbo intercooler,H2022,P5073,,J3537R,J3538R,,,,
6.220 AGCO ALLIS Deutz   BF6L913C Turbo intercooler,H2022,P5073,,J3537R,J3538R,,,,
6.65 V/F AGCO ALLIS Deutz F3L 913 Viñatero,T2208E,P5174,,J3533R,J3556R,,,,
A 440 OPTIMA AGCO ALLIS Deutz BF6L914C,H2022,P5174,Z5042,J3258,J3114,K4018HI,J3662CA,,
A 550 OPTIMA AGCO ALLIS Deutz BF6M 1013 EC ECP,H2021,Z5098,,,,K4018(HI),J3662CA,,
660 OPTIMA AGCO ALLIS Deutz BF6M 1013 ECP,H2021,Z5098,,,,K4018(HI),,,
Deutz linea nueva electronico,,P5174,,,,,,,
660-E 300 HP,,,,,J3670R,,,,
DON ROQUE RV170 Hidro. Motor Cummins - 330 HP    ,H2198,P5073,P5142 SV  Z5098,J3095,J3008,K4018(H) W6006,,,
AGCO 550 COSECHADORA,,,,,,,J3699PC,,
AGCO 660 COSECHADORA,,,,,,,J3699PC,,
,,,,,,,,,
EUROMATCH ,,,,,,,,,
EUROMATCH 5000M motor Kubota,H2048,Z5172,,J3016(CD) J3558,,K4105 K4124,,,
,,,,,,,,,
 ENGESA,,,,,,,,,
 918-1124-1128-1428 motor Cummins NT 855,T2007,P5050,Z5034,J3040,J3041,,,,
EE 510 Forestal motor MWM D229/6,H2021,(2) Z5055,,J3087,J3031,K4053(HI),,,
,,,,,,,,,
FAHR,,,,,,,,,
D-47F/FV. D226 y D300 motor F2L-514,T2100,(2) Z5038,,,,,,,
D-47F/FV. D226 y D300 motor F2L-514,H2019,(2) Z5038,,,,,,,
D-47F/FV. D226 y D300 motor F2L-1114/  2114 ,H2019,Z5020,Z5040,,,,,,
D-66F y D-400 motor F3L-514,T2100,(2) Z5038,,,,,,,
D-66F y D-400 motor F3L-514,H2019,(2) Z5038,,,,,,,
D-66F y D-400 motor F3L-1114 / 2114,H2019,Z5020,Z5040,,,,,,
D-86F. D-177S y D-500A motor F4L-514,T2100,(2) Z5038,,,,,,,
D-86F. D-177S y D-540 motor F4L-514,H2021,(2) Z5038,,,,,,,
D-86F. D-177S y D-540 motor F4L-1114 / 2114,H2021,Z5020,Z5040,,,,,,
D-101 motor F4L-1114 / 2114,H2021,(2) Z5038,,,,,,,
D-131F y D-800 motor F6L-514,H2021,(2) Z5038,,,,,,,
D-131F y D-800 motor F6L-1114 / 2114,H2021,Z5020,Z5040,,,,,,
D-145F motor F6L-1114 / 2114,H2021,(2) Z5038,,J3038,J3039,,,,
FX-80 motor F4L-913,H2021,P5073,Z5042,J3034,J3035,,,,
FX-100 motor F5L-913,H2021,P5073,Z5042,J3034,J3035,,,,
FX-120 motor F6L-913,H2021,P5073,Z5042,J3036,J3037,,,,
FAHR (Continuación),,,,,,,,,
T-180 y T-181 motor F4L-514,T2100,(2) Z5038,,,,,,,
T-180 y T-181 motor F4L-514,H2021,(2) Z5038,,,,,,,
T-180 y T-181 motor F4L-1114 / 2114,H2021,Z5020,Z5040,,,,,,
,,,,,,,,,
HAMM ,,,,,,,,,
motor DEUTZ  3410,,,,J3671R,J3672R,,,,
,,,,,,,,,
HANOMAG 35-50 HP,H2225,P5180CP),,J3669,,,,,
,,,,,,,,,
HYUNDAI,,,,,,,,,
CARGADORA FRONTAL motor Cummins 6,,P5036. P5073  ,P5136,,,,,,
HYUNDAI R 160 LC 7 motor MITSUBISHI,H2124,P5085, P5161 (TA),J3585(CD),J3586,K4107(HI K4114),(TH2046),Resp hidr ,J3594
HYUNDAI LC 3 Retro excavadora Cummins,H2167,P5036,P5073,J3012(CD),J3013,K4114. K4107,(T.H2046),Resp hidr ,J3594
HYUNDAI R-210 LC-7,H2168,P5073P5036 (P5161 TA),P5161P5073,J3585(CD),J3586,K4114. K4107, (TH2046,Resp hidr ,J3594
ROVEC C 210 L67 Retro excavadora,,P5161,,J3585(CD),J3586,K4114. K4107,(TH2046,,
Algunos modelos,,,,,,K4116 (HI),J3594 Res. tanque,,
HYUNDAI Retro excavadora R 170 W-7,H2124,P5085,P5161 TA,J3585(CD),J3586,K4114. K4107,T H2046,J3594,
HYUNDAI 320 LC-7,H2198,P5073,P5036,J3707,J3708,K4107,T H2046,,
HYUNDAY R-290 LC-7,H2213,P5036,P5161 TA,J3585(CD),J3586,K4117. K4107,(TH2046,Resp hid J3607,
HUYUNDAI Mini cargadora 850 ,H2011,P5131,,J3509R,J3510R,K4028 (HI),,,
,,,,,,,,,
FIAT,,,,,,,,,
25 CS. CD. CSD U-25,T2130,Z5115,,,,,,,
SOMECA,T2036,(2) Z5032,,,,,,,
55L y R,T2024,(2) Z5032,,,,,,,
60 R,T2024,(2) Z5032,,,,,,,
70 - 66,H2001,(2) Z5020,,J3042,J3043,K4021(HI),,,
140-90. 160-90. 180-90,H2002,Z5022,P5021,J3047,J3048,K4021(HI),,,
400 E,H2001,P5021,,,,,,,
400 y 500 1a. Serie,H2021,P5043,,,,,,,
400 y 500 2a. Serie,H2001,P5021,,,,,,,
46 y 55-46,H2001,(2) Z5020,,J3042,J3043,,,,
450,T2025,(2) Z5038,,,,,,,
480,H2001,(2) Z5020,,,,,,,
540,H2001,(2) Z5020,,,,,,,
600 E,H2001,P5021,,,,,,,
640,H2001,(2) Z5020,,,,,,,
660,T2025,(2) Z5038,,,,,,,
666 y 80 - 66,H2001,(2) Z5020,,J3042,J3043,,,,
680,H2001,(2) Z5020,,J3044,J3045,K4020(HI),,,
700 A motor CP-3,H2001,P5021,,,,,,,
700 A y 700 U,(2)T2025,(2) Z5038,,,,,,,
700 E,H2001,P5021,,,,,,,
780 y 780 R,(2)T2025,(2) Z5032,,,,,,,
780 y 780 R,(2)T2025,(2) Z5038,,,,,,,
780,H2001,(2) Z5020,,J3044,J3045,K4020(HI),,,
800 E y F,H2001,P5021,,,,,,,
880 (Importado),H2001,(2) Z5020,,J3044,J3045,,,,
880,H2001,(2) Z5020,,J3044,J3045,K4020(HI),,,
880/S,(2) H2001,(2) P5073,,J3044,J3045,K4020(HI),,,
900 E,H2001,P5021,,,,,,,
980,(2) H2012,(2) P5073,,J3044,J3045,K4020(HI),,,
1100 E,(2) H2001,P5021,,,,,,,
1180 y 115-80,H2012,(2) P5073,,J3044,J3045,K4021(HI),,,
1380 y 1380 Turbo,H2012,(2) Z5020,,J3001,J3046,K4021(HI),,,
1580 y 1880,H2002,Z5022,P5021,J3001,J3046,K4021(HI),,,
Agritec 120,H2015,(2) Z5020,,J3054,J3055,,,,
AGRI 100-90,H2012,P5074,,J3044,J3045,,,,
AGRI 110-90,H2012,P5074,,J3044,J3045,,,,
AGRI 115-90,H2012,Z5111,,J3044,J3045,,,,
AGRI 140-90,H2012,P5074,,J3001,J3002 , J3046,,,
AGRI 160-90,H2002,Z5022,P5021,J3047,J3048,,,,
AGRI 180-90,H2002,Z5022,P5021,J3047,J3048,,,,
Kubota L-245,H2068,P5046,,J3014,J3049,,,,
Laverda  M-112 S1 y S2,(2)H2012,(2) Z5020,,J3052,J3053,,,,
Laverda  M-152,H2002,P5021,,J3052,J3053,,,,
RD-311 C. 351 C. 411,T2130,Z5115,,,,,,,
Versatile 44-23. 44-28. 44-33. 44-35,H2027 , H2047,P5054,,J3050,J3051,K4022(HI),,
,,,,,,K4023(TH),,,
Control Remoto (Hidráulico),,,,,,K4064(HI),,,
,,,,,,,,,
GMC / DETROIT DIESEL,,,,,,,,,
8V-53,T2003,Z5027,Z5028,,,,,,
8V-71,H2047,P5051,P5052,,,,,,
12V-71,H2047,P5065,P5066,,,,,,
451,,Z5062,,,,,,,
452,T2003,Z5062,,,,,,,
451 Y 6-7,T2102,Z5027,Z5028,,,,,,
471 (Nuevos modelos),H2047,P5063,P5064,,,,,,
671 y 6V-71 (NUEVOS MODELOS),H2047,P5051,P5052,,,,,,
DRMCO GM 6 cil. Turbo,,,,J3050,J3051,,,,
,,,,,,,,,
,,,,,,,,,
GMK MOTOR. C/Cummins 8 BT CHINA,,,,,,,,,
,H2033,P5054,,,,,,,
GR  motor Cummins,,,,,,,,,
GR MOTONIVELADORA GR 215 motor Cummins,H2198,P5073,P5036,,,W6007,,,
,,,,,,,,,
GOMSELMASH,,,,,,,,,
FS 80-2 Picadora OM 502LA V 8 I. Electron MB,,,,,,,,,
KSK-600 E Picadora OM 906 LA MB,,,,,,,,,
,,,,,,,,,
INTERNATIONAL,,,,,,,,,
TD 20 E Topadora,H2049,P5119,P5050,J3115,,K4097 (C),,,
T 444 E  TRACTOR,,,,,,,,,
,,,,,,,,,
XCMG,,,,,,,,,
XCMG LW 300 F Motoniveladora,H2191,P5216P5177,P5177TA,J3704,J3705P,,,,
,,,,,,,,,
 ,,,,,K4126,K4102,,,
JACTO,,,,,,,,,
UNIPORT 2000 Plus  motor AXION 130 HP,,,,,,,,,
UNIPORT 2500 motor Perkins 4.326,H2013,(2) P5136,,J3569R,J3570R,K4022 (HI),,,
,,,,,,,,,
JRGR 165 C/ CUMMIS,,,,,,,,,
JRGR 165 motor Cummins Motoniveladora,H2033,P5054,,J3608,J3609,,,,
 ,,,,,,,,,
JOHN DEERE,,,,,,,,,
JD-160 Excavadora,H2192,,,,,K4103 (H),,,
JD-253,,Z5029,,,,,,,
JD-300-D,H2028,Z5048,,J3331,J3029,,,,
JD-308,H2028,(2) Z5020,,,,K4024(HI),,,
JD-309,H2028,(2) Z5020,,J3056,J3057,K4024(HI),,,
JD-310-D,H2192,,,,,,,,
JD-310-E RETRO EXCAVADORA,H2192,,,J3520R,J3521R,K4101(TH),,,
JD-310D,H2028,Z5048,,J3331,J3029,K4028(HI),,,
JD-310. JD-350,H2028,(2) Z5020,,J3016,,K4024(HI),,,
JD-310-J,,,,J3691R,J3521R,,,,
JD-344 E,H2028,,,J3291,J3292,K4024(TH),,,
JD-350 C,H2028,Z5048,,J3016,,K4025(HI),,,
JD-380,H2028,(2) Z5020,,J3016,,K4023(HI),,,
,,,,,,K4024(TH),,,
JD-400. JD-401. JD-401A. JD-401B. JD-401C,H2028,(2) Z5020,,J3016,,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-410. JD-440. JD-440A. JD-440B,H2028,(2) Z5020,Z5048,J3016,,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-410E,H2192,,,,,,,,
JD-440C,H2028,Z5048,,J3017,J3029,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-444,H2028,Z5048,,J3058,J3059,K4026(HI),,,
,,,,,,K4024(TH),,,
JD-444C,H2028,Z5048,,J3058,J3059,,,,
JD-440D motor 6-239,H2028,Z5048,,,,,,,
JD-445,T2100,Z5029,Z5049,,,K4024(HI),,,
JD-450,H2028,(2) Z5020,,,,,,,
JD-450B,H2028,(2) Z5020,,J3060,J3061,,,,
JD-450C,H2028,Z5048,,J3060,J3061,K4025(HI),,,
JD-500,T2029,Z5020,P5050,J3062,,K4024(HI),,,
,,Z5048,,,,K4024(TH),,,
,,Z5049,,,,,,,
JD-510,T2029,Z5048,,J3017,J3029,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-510B,H2028,Z5048,,J3017,J3029,K4026(HI),,,
,,,,,, K4096(HI),,,
JD-510C,H2028,Z5048,,,,,,,
JD-540. JD-540A,H2028,(2) Z5020,Z5048,J3017,J3029,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-540B,H2028,Z5048,,J3017,J3029,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-544. JD-544A,H2028,Z5029,(2) Z5020,J3060,J3061,K4026(HI),,,
,,,,,,K4024(TH),,,
JD-544B. JD-544C,H2028,Z5048,,J3058,J3059,K4026(HI),,,
,,,,,,K4024(TH),,,
JD-544G CARGADORA,,,,,,K4100(TH),,,
JD-544D. JD-548. JD-550B. JD-555B,H2028,Z5048,,,,,,,
JD-550. JD-555,H2028,Z5048,,J3058,J3059,K4025(HI),,,
,,,,,,K4024(TH),,,
JD-570. JD-570A,H2028,Z5029,(2) Z5020,J3060,J3061,K4026(HI),,,
,,,,,,K4024(TH),,,
JD-590D,,,,,,K4103 (H),,,
JD-600,T2029,Z5049,P5050,J3063,,K4024(TH),,,
JD-610B. JD-610C,H2028,Z5048,,,,,,,
JD-640,H2028,Z5048,,J3058,J3059,K4026(HI),,,
,,,,,,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-644. JD-644A,H2030,Z5049,Z5048,J3064,J3059,K4026(HI),,,
,,,,,,K4024(TH),,,
JD-644B. JD-644C,H2030,Z5048,,J3065,J3066,(2)K4026(HI),,,
,,,,,,K4024(TH),,,
JD-644B. JD-644C,,,,J3064,J3059,,,,
JOHN DEERE (Continuación),,,,,,,,,
JD-644D,H2031,Z5048,,,,,,,
JD-646,H2030,(2) Z5048,,J3064,J3059,(2)K4026,,,
,,,,,,K4024(TH),,,
JD-646B. JD-646C,H2030,Z5048,,J3065,J3066,(2)K4026(HI),,,
,,,,,,K4024(TH),,,
JD-655,H2028,Z5048,,,,(2)K4028(TH),,,
JD-670,H2028,(2) P5050,,J3063,,K4026(HI),,,
,,,,,,K4026(TH),,,
JD-670A. JD-672A,H2028,Z5048,,,,K4026(HI),,,
,,,,,,K4026(TH),,,
JD-690. JD-690A,H2030,Z5049,Z5048,J3067,,K4022(HI),,,
JD-690B. JD-690D,H2030,Z5048,,,,K4022(HI),,,
,,,,,,K4004(HI),,,
,,,,,,K4029(HI),,,
JD-690C,H2027,Z5048,,,,,,,
,H2031,,,,,,,,
JD-700,T2032,(2) P5050,Z5048,J3012,J3013,K4024(TH),,,
JD-700A,T2032,Z5048,(2) Z5049,,,,,,
,,,P5050,,,,,,
JD-710B,H2028,Z5048,,,,K4026(TH),,,
JD-727,H2028,(2)Z5020,Z5029,J3077,J3078,,,,
JD-730,T2029,Z5029,Z5049,,,,,,
JD-740,H2030,Z5048,,J3064,J3059,K4024/K4026,,,
,,,,,,K4024(TH),,,
JD-740A. JD-743A,H2030,Z5048,,,,(2)K4026(HI),,,
JD-743,H2030,Z5048,,,,(2)K4024,,,
,,,,,,K4026,,,
JD-745,,,,,,(2)K4024,,,
JD-750. JD-755,H2028,Z5048,,J3012,J3053,K4028(HI),,,
JD-755A,H2028,Z5048,,J3064,J3059,K4028(TH),,,
JD-760,T2032,P5050,,J3063,,K4024(HI),,,
JD-760A,T2032,Z5049,Z5048,J3001,J3002,K4024(HI),,,
,,,,,,K4024(TH),,,
JD-762,H2030,(2) Z5048,,J3069,J3070,K4028(HI),,,
JD-762A,H2030,(2) Z5048,,J3071,J3072,K4028(HI),,,
,,,,,,K4055(HI),,,
JD-770-D MOTONIVELADORA,,,,,,,,,
JD-770,H2030,(2) Z5048,,J3065,J3066,,,,
JD-770A,H2030,Z5048,,J3073,J3074,,,,
JD-772A,H2030,(2) Z5048,,J3073,J3074,K4028(HI),,,
JD-790. JD-792,H2031,(2) Z5048,,,,,,,
,H2027,,,,,,,,
JD-844,(2) H2030,(2) Z5048,,J3069,J3070,K4022(HI),,,
JD-850,H2030,(2) Z5048,,J3073,J3074,(4)K4028(HI),K4067,,
,H2031,,,,,,,,
JD-855,H2030,(2) Z5048,,J3073,J3074,K4029(HI),,,
,,,,,,K4004(HI),,,
,,,,,,K4028(TH),,,
JD-860. JD860A,T2003,P5051,P5052/Z5053,J3003,J3004,K4022(TH),,,
JD-860B,H2030,(2) Z5048,,J3003,J3004,K4022(TH),,,
,,,,,,K4031(TH),,,
JD-862,H2030,(2) Z5048,,J3071,J3072,K4028(HI),,,
,,,,,,K4022(TH),,,
JD-862B,H2031,Z5048,,J3071,J3072,K4022(HI),,,
,H2027,,,,,K4022(TH),,,
JD-890,H2030,(2) Z5048,,J3069,J3070,K4029(HI),,,
JD-890A,H2031,(2) Z5048,,J3071,J3072,K4029(HI),,,
,H2027,,,,,,,,
JD-990 Excavadora,,,,,,,,,
JD-940. JD-1030. JD-1040,H2028,Z5029,Z5048,J3075,J3076,K4024(TH),,,
JD-1120. JD-2020. JD-2120,H2028,(2) Z5020,,J3016,,(2) K4024,,,
JD-1175. JD-1175A Cosechadora Algodón,H2028,Z5048,,J3040,J3041,,,,
JD-1250. JD-1450,H2028,,,J3075,J3076,,,,
JD-1450 COSECHADORA,,,,,,,,,
JD-1550 COSECHADORA,H2031,,,J3040,J3041,,,,
JD-1550  COSECHADORA,,,,J3628,J3629,,,,
JD-1520. JD-1530,H2028,(2) Z5020,Z5048,J3075,J3076,K4024(HI),,,
JOHN DEERE (Continuación),,,,,,,,,
JD-2010. JD-2010 C. JD-2010 D,H2028,(2) Z5020,,J3016,,,,,
JD-2030,H2028,(2) Z5020,Z5048,J3016,,K4024(TH),,,
JD-2040,H2028,Z5029,Z5048,J3075,J3076,K4024(HI),,,
JD-2130,H2028,(2) Z5020,,J3075,J3076,K4024(HI),,,
JD-2140,H2028,Z5048,,J3225,J3226,K4024(HI),,,
JD-2140,H2028,Z5048,,J3075,J3076,K4024(TH),,,
JD-2150. JD-2350. JD-2550,H2028,Z5048,,J3075,J3076,K4024(TH),,,
JD-2300 motor Zetor,H2028,Z5044,,J3075,J3076,T2043(TH),,,
JD-2300 motor ZETOR ,H2028,Z5044,,J3509R,J3510R,(HI)T2043TH4094,,,
JD-2330. JD-2350. JD-2530. JD-2730. JD-3330,H2028,Z5029,(2) Z5020,J3056,J3057,K4024(TH),,,
JD-2420,H2028,Z5029,(2) Z5020,J3060,J3061,K4024(TH),,,
JD-2510. JD-2520,H2028,(2) Z5020,,J3062,,K4024(TH),,,
JD-2630. JD-2640,H2028,Z5048,,J3075,J3076,K4024(TH),,,
JD-2750. JD-2940. JD-2950,H2028,Z5048,,J3075,J3076,K4024(TH),,,
,,,,,,,,,
4410 ST / DT 36 HP,,,,,,,,,
JD-2800,H2028,Z5044,,J3087,J3031,,,,
JD-2840,H2028,Z5048,,J3060,J3061,,,,
JD-2850. JD-3350. JD-3350 DT,H2028,(2) Z5020,,J3225,J3226,K4024(TH),,,
JD-3010,T2029,Z5049,P5050,,,K4023(HI),,,
 ,,,,,,K4024(TH),,,
JD-3140,H2028,Z5029,Z5048,J3225,J3226,K4024(TH),,,
JD-3420. JD-4420,H2028,Z5029,(2) Z5020,J3060,J3061,K4024(TH),,,
JD-3530. JD-4530,H2028,Z5029,(2) Z5020,J3077,J3078,K4024(TH),,,
JD-3540. JD-3550,H2028,Z5029,(2) Z5020,J3079,J3080,K4024(TH),,,
JD-4010,T2029,Z5049,,,,K4024(TH),,,
JD-4030,H2028,Z5048,,J3079,J3080,K4026(TH),,,
JD-4040. JD-4730,H2030,Z5048,,J3079,J3080,K4026(HI),,,
JD-4045 POWER TECH DF 270 TF270,,,,J3691R,J3521R,,,,
JD-4050,H2031,Z5048,,J3079,J3080,K4026(HI),,,
4410 ST / DT,,,,,,,,,
JD-4230. JD-4430,T2029,Z5048,,J3079,J3080,K4026(TH),,,
,H2030,,,,,K4024(TH),,,
JD-4250. JD-4450,H2031,Z5048,,J3081,J3082,K4026(TH),,,
JD-4240. JD-4440. JD-4930,H2030,Z5048,,J3081,J3082,K4026(TH),,,
JD-4520,H2030,Z5049,Z5048,J3067,,K4024(TH),,,
JD-4620,H2030,Z5048,,J3083,J3084,K4024(TH),,,
JD-4630,H2030,Z5048,,,,K4024(TH),,,
,,,,,,K4026(TH),,,
JD-4640. JD-4840,H2030,(2) Z5048,,,,K4026(TH),,,
JD-4650.JD-4850,H2031,(2) Z5048,,,,K4026(TH),,,
JD-5010,H2030,P5050,,J3063,,K4024(TH),,,
JD-5020,T2032,Z5049,Z5048,J3012,J3013,K4024(TH),,,
JD-5045-E,,,,,,,,,
JD-5065-E,,,,,,,,,
JD-5075-E,,,,,,,,,
JD-5085-E,,,,,,,,,
JD-5075,,,,,,,,,
JD-5200 / 5300 / 5400,H2028,,,J3017,J3029,K4028(HI),,,
JD-5310 N,H2028,,,,,K4028(HI),,,
5403 ST / DT 75 HP,H2192,,,J3520R,J3521R,,,,
JD-5320 N,H2028,,,,,K4028(HI),,,
JD-5403 2·SERIE DESDE JUNIO ,H2192,,,J3601R,J3602R,,,,
JD-5410,H2028,,,J3044,J3045,K4028(HI),,,
JD-5410,H2192,,,J3044,J3045,K4028,,,
JD-5415 N,H2192,,,J3520R,J3521R,,,,
JD-5600,H2028,,,J3087,J3031,K4028,,,
JD-5603,H2192,,,J3601R,J3602R,K4028(HI),,,
5605 75 HP,,,,,,,,,
5705 ST / DT 85 HP,,,,,,,,,
JD-5700,H2028,,,J3087,J3031,K4028(HI),,,
JD-6000,H2028,Z5048,,J3016,,,,,
JD-6030 motor 531 A. JD-7020.  JD-7520,H2030,(2) Z5048,,J3083,J3084,K4024(TH),,,
JD-6030 motor 531 D 6 cil.,T2032,Z5048,,J3012,J3013,,,,
JD- 6300 100 HP,H2028,,,J3036,J3037,,,,
JD-6405 ST / DT 106 HP,,,,,,,,,
JD-6415 SERIE 15 -6415  108 CV,H2192,,,,,,,,
JD- 6500 115 HP,H2028,,,J3087,J3031,,,,
JD 6600 ,H2028,,,J3087,J3031,,,,
JD-6605 DT 121 HP,,,,,,,,,
JD-6615 SERIE 15-6615  120 CV,,,,,,,,,
JD-7500,H2028,,,J3087,J3031,,,,
JD-7505 DT 140 HP,H2192,,,J3573,J3574,,,,
JD-7515 DT motor JOHN DEERE 6068T,,,,,,,,,
JD-7515 SERIE 15-144 CV,,,,,,,,,
JD-7775 MINICARGADOR,,Z5172,,J3042,J3043,,,,
JD-7800 AMERICANO,,,,,,,,,
JD-7810,H2031,,,,,,,,
JD- 7820 DT 185 HP,,,,,,,,,
JD-7830,,,,,,,,,
JD- 8220 DT 229HP,H2031,,,,,,,,
JD-8270-R,,,,,,,,,
JD-8295-R,,,,,,,,,
JD-8320 DT 259 HP,,,,,,,,,
JD-8820 DT 229 HP,,,,,,,,,
JD-8010. JD-8020,T2003 / T2102,Z5029,Z5027,,,K4010(HI),,,
JD-8301,T2032,Z5049,,,,,,,
JD-8320-R,,,,,,,,,
JD-8430. JD-8440. JD-8630,H2030,Z5029,Z5048,J3071,J3072,K4024(TH),,,
,,,,,,K4026(TH),,,
JD-8450. JD-8650,H2031,(2) Z5048,,J3071,J3072,,,,
JD-8560,H2031,,,J3071,J3072,,,,
JD-8640,H2030,(2) Z5048,,J3071,J3072,K4026(HI),,,
,H2027 / H2031,,,,,,,,
JOHN DEERE (Continuación),,,,,,,,,
JD-8770 Tractor Articulado,H2198 , H2031,,,J3487,J3488,,,
JD-8850,H2031 / H2027,(2) Z5048,,,,,,,
JD-9200 TRACTOR 340 HP,,P5161,,,,,,,
JD-9220 DT ARTICULADO 325 HP,,,,,,,,,
JD-9320 DT ARTICULADO 375 HP,,,,,,,,,
9470 STS COSECHADORA,,,,,,,,,
JD-9570 STS COSECHADORA,,,,,,,,,
JD-9600 COSECHADORA MAXIMISER,,,,J3487,J3488,J3502(AA),,,
JD-9610 COSEHADORA,H2031,,,,,,,,
JD-9650 COSECHADORA,,,,,,,,,
JD-9670 STS COSECHADORA,,,,,,,,,
JD-9750 COSECHADORA,,,,,,,,,
JD-9770 STS COSECHADORA,,,,,,,,,
JD-9860 COSECHADORA,,,,,,,,,
JD-9870 STS COSECHADORA,,,,,,,,,
JD-9900,H2028,Z5048,,J3017,J3029,K4023(HI),,,
JD-9910,H2028,Z5048,,J3079,J3080,K4023(HI),,,
 ,,,,,,K4090(HI),,,
JD-9600 COSECHADORA MAXIMISER,,,,J3071,J3072,,,,
JD-9920,H2028,Z5048,,J3079,J3080,,,,
JD-9930,H2028,Z5048,,J3081,J3082,,,,
JD-9940,H2028,Z5048,,,,,,,
JD-9960 COSEHADORA,H2031,,,J3071,J3072,K4090,,,
JD-9965 COSECHADORA ,H2031,,,J3071,J3072,K4090,,,
JD SLC 2000,,,,,,K4027(HI),,,
STC 9650 ,,,,,,,,,
CWS 9650,,,,,,,,,
J.D LINEA NUEVA,H2228,,,,,,,,
,,,,,,,,,
JVB,,,,,,,,,
PALA CARGADORA   Perkins,H2015,Z5068,,J3533R,J3556R,,,,
,,,,,,K4082,,,
 KOMATSU,,,,,,,,,
1050,,,,J3094,J3008,,,,
D50A. D50P. D50S. D53A. D53S. D57S,T2007,Z5058,,,,,,,
,T2005,,,,,,,,
D55S,T2040,,,J3052,J3091,K4005(HI),,,
,,,,,,K4039(TH),,,
D60E,,,,J3052,J3091,,,,
D60A. D60P. D60PL. D65A NH220,T2041,Z5034,,J3052,J3091,K4041(HI),,,
,T2005,,,,,,,,
D65,T2041,,,J3052,J3091,K4041(TH),,,
D65E,T2041,Z5034,,J3400,J3091,,,,
,T2005,,,,,,,,
D65S motor Cummins,T2041,Z5034,,J3052,J3091,K4041(HI),,,
,T2005,,,,,,,,
D75S motor Cummins NH 220,T2041,Z5034,,J3092,J3093,K4039(HI),,,
,T2005,,,,,,,,
D75S motor Cummins NTO 6,T2041,Z5034,,,,K4041(HI),,,
D85A motor Cummins NH 220,T2041,Z5034,,J3092,J3093,K4039(TH),,,
,T2005,,,,,K4041(DH),,,
D85 E motor Cummins NTO 6,T2041,Z5034,,,,K4039(TH),,,
,T2005,,,,,,,,
D95S CS 4D 155-4,T2007,Z5058,,,,K4043(HI),,,
,T2005,,,,,K4039(TH),,,
,,,,,,K4041(DH),,,
D125 motor Cummins (Japón),T2041,,,,,K4039(HI),,,
,T2005,,,,,,,,
,H2047,,,,,,,,
150 RETROXCAVADORA,H2168,P5121,P5036,J3503,J3002,K4043(HI),,,
PC 160 RETROEXCAVADORA Cummins,,P5074,,J3671R,J3672R,,,,
,,,,,,,,,
D155 S. Nº 24805 UP. S. Nº 24804,H2047,Z5058,,J3094,J3008,K4043(HI),,,
,T2040,,,J3095,,K4039(TH),,,
,T2042,,,,,K4041(DH),,,
,T2005,,,,,,,,
D155S. S6D 155,T2040,Z5058,,J3094,J3008,K4039(TH),,,
PC 200 motor Komatsu Excavadora,H2088,P5131,TAP5142,J3481,J3499,K4078 (TH),K4041(DH),,
PC-200 motor Cummins,H2168,P5073,P5036,J3671R,J3672R,,,,
PC 200,H2168,,,J3610R,J3611R,,,,
PC 220 RetrpExcavadora motor Komatsu,,,,,,,,,
PC-300-7,H2198,P5050,,,,W6006(IC),,,
WA180 cargadora motor Cummins,H2168,P5073,P5036,,,K4081,,,
WA-200/5 cargadora frontal,H2168,P5073,,J3671R,J3672R,,,,
D355 A,T2042,Z5058,,J3094,J3008,K4039(TH),,,
,T2005,,,,,K4041(DH),,,
320 CARGADORA motor Cummins,H2198,P5036,P5121,J3289 ,J3290 ,(2) K4043 / K4113,,,
GD 511 A,,,,J3481,J3499,W6007,,,
D 623 A Motoniveladora,H2198,P5036,P5073,J3289 ,    J3354,J3290 ,    J3354,K4028 / K4025(TH),
,,,,,,K4025(TH),,,
,,,,,,W6006(IC),,,
Dresser motor Cummins,H2198,,,J3353,J3354,,,,
HD 200 motor Cummins NTA 885,H2198,Z5034,,,,,,,
HD 680 motor Cummins VTA 1710,T2007,Z5034,,J3095,J3008,,,,
,T2005,,,,,,,,
ZD455A motor Cummins,T2007,Z5034,,J3094,J3008,,,,
ZD455A motor Cummins,T2005,,,,,,,,
