"vehiculo","filtro","created_at","updated_at"
3056,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3081,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3082,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3089,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3090,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3094,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3095,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3096,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3097,378,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3102,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3104,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3105,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3106,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3107,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3108,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3112,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3112,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3118,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3123,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3126,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3135,378,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3154,378,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3155,378,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3160,378,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3160,378,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3297,378,"2013-12-20 10:34:42","2013-12-20 10:34:42"
3409,378,"2013-12-20 10:35:09","2013-12-20 10:35:09"
986,379,"2013-04-28 18:27:31","2013-04-28 18:27:31"
996,379,"2013-04-28 18:27:33","2013-04-28 18:27:33"
82,380,"2013-04-28 18:09:17","2013-04-28 18:09:17"
83,380,"2013-04-28 18:09:17","2013-04-28 18:09:17"
4,380,"2013-04-28 18:22:54","2013-04-28 18:22:54"
4,380,"2013-04-28 18:22:59","2013-04-28 18:22:59"
4,380,"2013-04-28 18:22:59","2013-04-28 18:22:59"
4,380,"2013-04-28 18:22:59","2013-04-28 18:22:59"
3044,380,"2013-12-20 10:33:15","2013-12-20 10:33:15"
3089,380,"2013-12-20 10:33:16","2013-12-20 10:33:16"
3090,380,"2013-12-20 10:33:16","2013-12-20 10:33:16"
3091,380,"2013-12-20 10:33:16","2013-12-20 10:33:16"
3044,380,"2013-12-20 10:34:19","2013-12-20 10:34:19"
3089,380,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3090,380,"2013-12-20 10:34:20","2013-12-20 10:34:20"
3091,380,"2013-12-20 10:34:20","2013-12-20 10:34:20"
350,381,"2013-04-28 18:08:42","2013-04-28 18:08:42"
350,381,"2013-04-28 18:09:06","2013-04-28 18:09:06"
810,381,"2013-04-28 18:26:43","2013-04-28 18:26:43"
814,381,"2013-04-28 18:26:44","2013-04-28 18:26:44"
1015,381,"2013-04-28 18:27:35","2013-04-28 18:27:35"
180,382,"2013-04-28 18:09:39","2013-04-28 18:09:39"
182,382,"2013-04-28 18:09:39","2013-04-28 18:09:39"
9,383,"2013-04-28 18:08:44","2013-04-28 18:08:44"
9,383,"2013-04-28 18:08:44","2013-04-28 18:08:44"
9,383,"2013-04-28 18:09:08","2013-04-28 18:09:08"
9,383,"2013-04-28 18:09:08","2013-04-28 18:09:08"
52,383,"2013-04-28 18:09:14","2013-04-28 18:09:14"
53,383,"2013-04-28 18:09:14","2013-04-28 18:09:14"
54,383,"2013-04-28 18:09:14","2013-04-28 18:09:14"
76,383,"2013-04-28 18:09:16","2013-04-28 18:09:16"
238,383,"2013-04-28 18:09:46","2013-04-28 18:09:46"
239,383,"2013-04-28 18:09:46","2013-04-28 18:09:46"
4,383,"2013-04-28 18:22:47","2013-04-28 18:22:47"
4,383,"2013-04-28 18:23:09","2013-04-28 18:23:09"
4,383,"2013-04-28 18:23:16","2013-04-28 18:23:16"
4,383,"2013-04-28 18:23:16","2013-04-28 18:23:16"
4,383,"2013-04-28 18:23:17","2013-04-28 18:23:17"
2956,383,"2013-12-20 10:33:12","2013-12-20 10:33:12"
3198,383,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3293,383,"2013-12-20 10:33:20","2013-12-20 10:33:20"
3294,383,"2013-12-20 10:33:20","2013-12-20 10:33:20"
3298,383,"2013-12-20 10:33:20","2013-12-20 10:33:20"
2956,383,"2013-12-20 10:34:17","2013-12-20 10:34:17"
3198,383,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3293,383,"2013-12-20 10:34:42","2013-12-20 10:34:42"
3294,383,"2013-12-20 10:34:42","2013-12-20 10:34:42"
3298,383,"2013-12-20 10:34:42","2013-12-20 10:34:42"
255,384,"2013-04-28 18:10:22","2013-04-28 18:10:22"
4,384,"2013-04-28 18:23:17","2013-04-28 18:23:17"
3302,384,"2013-12-20 10:33:20","2013-12-20 10:33:20"
3302,384,"2013-12-20 10:34:42","2013-12-20 10:34:42"
55,385,"2013-04-28 18:09:14","2013-04-28 18:09:14"
116,385,"2013-04-28 18:09:33","2013-04-28 18:09:33"
142,385,"2013-04-28 18:09:34","2013-04-28 18:09:34"
142,385,"2013-04-28 18:09:34","2013-04-28 18:09:34"
4,385,"2013-04-28 18:22:22","2013-04-28 18:22:22"
4,385,"2013-04-28 18:22:43","2013-04-28 18:22:43"
4,385,"2013-04-28 18:23:03","2013-04-28 18:23:03"
4,385,"2013-04-28 18:23:05","2013-04-28 18:23:05"
4,385,"2013-04-28 18:23:28","2013-04-28 18:23:28"
4,385,"2013-04-28 18:23:33","2013-04-28 18:23:33"
4,385,"2013-04-28 18:23:34","2013-04-28 18:23:34"
4,385,"2013-04-28 18:23:35","2013-04-28 18:23:35"
2237,385,"2013-04-28 18:31:02","2013-04-28 18:31:02"
2238,385,"2013-04-28 18:31:02","2013-04-28 18:31:02"
2248,385,"2013-04-28 18:31:04","2013-04-28 18:31:04"
2249,385,"2013-04-28 18:31:04","2013-04-28 18:31:04"
2885,385,"2013-12-20 10:32:39","2013-12-20 10:32:39"
2909,385,"2013-12-20 10:33:11","2013-12-20 10:33:11"
3131,385,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3147,385,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3414,385,"2013-12-20 10:33:23","2013-12-20 10:33:23"
2885,385,"2013-12-20 10:34:16","2013-12-20 10:34:16"
2909,385,"2013-12-20 10:34:16","2013-12-20 10:34:16"
3131,385,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3147,385,"2013-12-20 10:34:22","2013-12-20 10:34:22"
3414,385,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3467,385,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3475,385,"2013-12-20 10:35:11","2013-12-20 10:35:11"
3489,385,"2013-12-20 10:35:11","2013-12-20 10:35:11"
70,386,"2013-04-28 18:09:15","2013-04-28 18:09:15"
157,386,"2013-04-28 18:09:36","2013-04-28 18:09:36"
161,386,"2013-04-28 18:09:37","2013-04-28 18:09:37"
326,386,"2013-04-28 18:10:52","2013-04-28 18:10:52"
328,386,"2013-04-28 18:10:52","2013-04-28 18:10:52"
329,386,"2013-04-28 18:10:53","2013-04-28 18:10:53"
330,386,"2013-04-28 18:10:53","2013-04-28 18:10:53"
332,386,"2013-04-28 18:10:53","2013-04-28 18:10:53"
4,386,"2013-04-28 18:22:42","2013-04-28 18:22:42"
4,386,"2013-04-28 18:22:42","2013-04-28 18:22:42"
4,386,"2013-04-28 18:22:42","2013-04-28 18:22:42"
4,386,"2013-04-28 18:22:43","2013-04-28 18:22:43"
4,386,"2013-04-28 18:22:43","2013-04-28 18:22:43"
4,386,"2013-04-28 18:22:43","2013-04-28 18:22:43"
4,386,"2013-04-28 18:22:43","2013-04-28 18:22:43"
4,386,"2013-04-28 18:23:02","2013-04-28 18:23:02"
4,386,"2013-04-28 18:23:02","2013-04-28 18:23:02"
4,386,"2013-04-28 18:23:04","2013-04-28 18:23:04"
4,386,"2013-04-28 18:23:05","2013-04-28 18:23:05"
4,386,"2013-04-28 18:23:06","2013-04-28 18:23:06"
4,386,"2013-04-28 18:23:06","2013-04-28 18:23:06"
4,386,"2013-04-28 18:23:06","2013-04-28 18:23:06"
4,386,"2013-04-28 18:23:09","2013-04-28 18:23:09"
4,386,"2013-04-28 18:23:17","2013-04-28 18:23:17"
4,386,"2013-04-28 18:23:27","2013-04-28 18:23:27"
4,386,"2013-04-28 18:23:27","2013-04-28 18:23:27"
4,386,"2013-04-28 18:23:27","2013-04-28 18:23:27"
4,386,"2013-04-28 18:23:31","2013-04-28 18:23:31"
4,386,"2013-04-28 18:23:31","2013-04-28 18:23:31"
4,386,"2013-04-28 18:23:31","2013-04-28 18:23:31"
4,386,"2013-04-28 18:23:31","2013-04-28 18:23:31"
4,386,"2013-04-28 18:23:31","2013-04-28 18:23:31"
4,386,"2013-04-28 18:23:31","2013-04-28 18:23:31"
4,386,"2013-04-28 18:23:32","2013-04-28 18:23:32"
4,386,"2013-04-28 18:23:32","2013-04-28 18:23:32"
4,386,"2013-04-28 18:23:32","2013-04-28 18:23:32"
4,386,"2013-04-28 18:23:32","2013-04-28 18:23:32"
4,386,"2013-04-28 18:23:33","2013-04-28 18:23:33"
4,386,"2013-04-28 18:23:33","2013-04-28 18:23:33"
4,386,"2013-04-28 18:23:34","2013-04-28 18:23:34"
4,386,"2013-04-28 18:23:34","2013-04-28 18:23:34"
4,386,"2013-04-28 18:23:34","2013-04-28 18:23:34"
4,386,"2013-04-28 18:23:34","2013-04-28 18:23:34"
2899,386,"2013-12-20 10:33:11","2013-12-20 10:33:11"
2900,386,"2013-12-20 10:33:11","2013-12-20 10:33:11"
2901,386,"2013-12-20 10:33:11","2013-12-20 10:33:11"
2903,386,"2013-12-20 10:33:11","2013-12-20 10:33:11"
2904,386,"2013-12-20 10:33:11","2013-12-20 10:33:11"
2905,386,"2013-12-20 10:33:11","2013-12-20 10:33:11"
2912,386,"2013-12-20 10:33:11","2013-12-20 10:33:11"
3122,386,"2013-12-20 10:33:16","2013-12-20 10:33:16"
3124,386,"2013-12-20 10:33:16","2013-12-20 10:33:16"
3145,386,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3151,386,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3159,386,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3162,386,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3163,386,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3207,386,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3301,386,"2013-12-20 10:33:20","2013-12-20 10:33:20"
3400,386,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3402,386,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3404,386,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3444,386,"2013-12-20 10:33:24","2013-12-20 10:33:24"
3449,386,"2013-12-20 10:33:24","2013-12-20 10:33:24"
3450,386,"2013-12-20 10:33:24","2013-12-20 10:33:24"
3451,386,"2013-12-20 10:33:24","2013-12-20 10:33:24"
2899,386,"2013-12-20 10:34:16","2013-12-20 10:34:16"
2900,386,"2013-12-20 10:34:16","2013-12-20 10:34:16"
2901,386,"2013-12-20 10:34:16","2013-12-20 10:34:16"
2903,386,"2013-12-20 10:34:16","2013-12-20 10:34:16"
2904,386,"2013-12-20 10:34:16","2013-12-20 10:34:16"
2905,386,"2013-12-20 10:34:16","2013-12-20 10:34:16"
2912,386,"2013-12-20 10:34:16","2013-12-20 10:34:16"
3122,386,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3124,386,"2013-12-20 10:34:21","2013-12-20 10:34:21"
3145,386,"2013-12-20 10:34:22","2013-12-20 10:34:22"
3151,386,"2013-12-20 10:34:39","2013-12-20 10:34:39"
3159,386,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3162,386,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3163,386,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3207,386,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3301,386,"2013-12-20 10:34:42","2013-12-20 10:34:42"
3400,386,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3402,386,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3404,386,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3444,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3449,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3450,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3451,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3453,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3454,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3455,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3456,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3461,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3464,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3466,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3471,386,"2013-12-20 10:35:10","2013-12-20 10:35:10"
3476,386,"2013-12-20 10:35:11","2013-12-20 10:35:11"
3477,386,"2013-12-20 10:35:11","2013-12-20 10:35:11"
3478,386,"2013-12-20 10:35:11","2013-12-20 10:35:11"
3481,386,"2013-12-20 10:35:11","2013-12-20 10:35:11"
27,387,"2013-04-28 18:08:46","2013-04-28 18:08:46"
27,387,"2013-04-28 18:09:11","2013-04-28 18:09:11"
102,387,"2013-04-28 18:09:31","2013-04-28 18:09:31"
4,387,"2013-04-28 18:23:17","2013-04-28 18:23:17"
968,387,"2013-04-28 18:27:29","2013-04-28 18:27:29"
1326,387,"2013-04-28 18:28:44","2013-04-28 18:28:44"
1331,387,"2013-04-28 18:28:45","2013-04-28 18:28:45"
1331,387,"2013-04-28 18:28:45","2013-04-28 18:28:45"
1333,387,"2013-04-28 18:28:45","2013-04-28 18:28:45"
1354,387,"2013-04-28 18:28:49","2013-04-28 18:28:49"
1521,387,"2013-04-28 18:29:13","2013-04-28 18:29:13"
1522,387,"2013-04-28 18:29:13","2013-04-28 18:29:13"
1568,387,"2013-04-28 18:29:20","2013-04-28 18:29:20"
1569,387,"2013-04-28 18:29:20","2013-04-28 18:29:20"
1575,387,"2013-04-28 18:29:21","2013-04-28 18:29:21"
1626,387,"2013-04-28 18:29:28","2013-04-28 18:29:28"
1629,387,"2013-04-28 18:29:29","2013-04-28 18:29:29"
1630,387,"2013-04-28 18:29:29","2013-04-28 18:29:29"
1651,387,"2013-04-28 18:29:31","2013-04-28 18:29:31"
1652,387,"2013-04-28 18:29:31","2013-04-28 18:29:31"
2135,387,"2013-04-28 18:30:45","2013-04-28 18:30:45"
2374,387,"2013-04-28 18:31:19","2013-04-28 18:31:19"
2375,387,"2013-04-28 18:31:19","2013-04-28 18:31:19"
2376,387,"2013-04-28 18:31:20","2013-04-28 18:31:20"
2378,387,"2013-04-28 18:31:20","2013-04-28 18:31:20"
2379,387,"2013-04-28 18:31:20","2013-04-28 18:31:20"
2384,387,"2013-04-28 18:31:21","2013-04-28 18:31:21"
2440,387,"2013-04-28 18:31:28","2013-04-28 18:31:28"
2773,387,"2013-04-28 18:31:35","2013-04-28 18:31:35"
2774,387,"2013-04-28 18:31:36","2013-04-28 18:31:36"
3300,387,"2013-12-20 10:33:20","2013-12-20 10:33:20"
3300,387,"2013-12-20 10:34:42","2013-12-20 10:34:42"
998,388,"2013-04-28 18:27:33","2013-04-28 18:27:33"
999,388,"2013-04-28 18:27:33","2013-04-28 18:27:33"
1021,388,"2013-04-28 18:27:36","2013-04-28 18:27:36"
1021,388,"2013-04-28 18:27:37","2013-04-28 18:27:37"
1144,388,"2013-04-28 18:27:38","2013-04-28 18:27:38"
1147,388,"2013-04-28 18:27:39","2013-04-28 18:27:39"
1154,388,"2013-04-28 18:27:40","2013-04-28 18:27:40"
1155,388,"2013-04-28 18:27:40","2013-04-28 18:27:40"
1161,388,"2013-04-28 18:27:41","2013-04-28 18:27:41"
1162,388,"2013-04-28 18:27:42","2013-04-28 18:27:42"
1163,388,"2013-04-28 18:27:42","2013-04-28 18:27:42"
1167,388,"2013-04-28 18:27:42","2013-04-28 18:27:42"
1168,388,"2013-04-28 18:27:43","2013-04-28 18:27:43"
1181,388,"2013-04-28 18:27:45","2013-04-28 18:27:45"
1184,388,"2013-04-28 18:27:45","2013-04-28 18:27:45"
1185,388,"2013-04-28 18:27:46","2013-04-28 18:27:46"
1186,388,"2013-04-28 18:27:46","2013-04-28 18:27:46"
1196,388,"2013-04-28 18:27:48","2013-04-28 18:27:48"
1200,388,"2013-04-28 18:27:48","2013-04-28 18:27:48"
1203,388,"2013-04-28 18:27:49","2013-04-28 18:27:49"
1209,388,"2013-04-28 18:27:50","2013-04-28 18:27:50"
1210,388,"2013-04-28 18:27:50","2013-04-28 18:27:50"
1212,388,"2013-04-28 18:27:50","2013-04-28 18:27:50"
2385,388,"2013-04-28 18:31:21","2013-04-28 18:31:21"
2387,388,"2013-04-28 18:31:21","2013-04-28 18:31:21"
2846,388,"2013-04-28 18:33:41","2013-04-28 18:33:41"
2869,388,"2013-04-28 18:33:44","2013-04-28 18:33:44"
50,389,"2013-04-28 18:09:13","2013-04-28 18:09:13"
81,389,"2013-04-28 18:09:16","2013-04-28 18:09:16"
4,389,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,389,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,389,"2013-04-28 18:23:07","2013-04-28 18:23:07"
2829,389,"2013-04-28 18:33:39","2013-04-28 18:33:39"
3170,389,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3171,389,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3175,389,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3170,389,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3171,389,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3175,389,"2013-12-20 10:34:40","2013-12-20 10:34:40"
144,390,"2013-04-28 18:09:35","2013-04-28 18:09:35"
4,390,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,390,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,390,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,390,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,390,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,390,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,390,"2013-04-28 18:23:07","2013-04-28 18:23:07"
4,390,"2013-04-28 18:23:08","2013-04-28 18:23:08"
4,390,"2013-04-28 18:23:08","2013-04-28 18:23:08"
4,390,"2013-04-28 18:23:08","2013-04-28 18:23:08"
4,390,"2013-04-28 18:23:08","2013-04-28 18:23:08"
4,390,"2013-04-28 18:23:08","2013-04-28 18:23:08"
4,390,"2013-04-28 18:23:09","2013-04-28 18:23:09"
4,390,"2013-04-28 18:23:09","2013-04-28 18:23:09"
4,390,"2013-04-28 18:23:09","2013-04-28 18:23:09"
4,390,"2013-04-28 18:23:10","2013-04-28 18:23:10"
4,390,"2013-04-28 18:23:10","2013-04-28 18:23:10"
4,390,"2013-04-28 18:23:10","2013-04-28 18:23:10"
4,390,"2013-04-28 18:23:28","2013-04-28 18:23:28"
4,390,"2013-04-28 18:23:28","2013-04-28 18:23:28"
4,390,"2013-04-28 18:23:28","2013-04-28 18:23:28"
4,390,"2013-04-28 18:23:29","2013-04-28 18:23:29"
3168,390,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3169,390,"2013-12-20 10:33:17","2013-12-20 10:33:17"
3171,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3173,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3174,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3176,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3177,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3183,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3185,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3186,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3187,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3188,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3210,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3212,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3213,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3214,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3214,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3216,390,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3415,390,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3416,390,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3417,390,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3418,390,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3168,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3169,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3171,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3173,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3174,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3176,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3177,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3183,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3185,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3186,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3187,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3188,390,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3210,390,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3212,390,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3213,390,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3214,390,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3214,390,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3216,390,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3415,390,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3416,390,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3417,390,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3418,390,"2013-12-20 10:35:09","2013-12-20 10:35:09"
151,391,"2013-04-28 18:09:36","2013-04-28 18:09:36"
22,392,"2013-04-28 18:08:45","2013-04-28 18:08:45"
24,392,"2013-04-28 18:08:45","2013-04-28 18:08:45"
22,392,"2013-04-28 18:09:10","2013-04-28 18:09:10"
24,392,"2013-04-28 18:09:10","2013-04-28 18:09:10"
147,392,"2013-04-28 18:09:35","2013-04-28 18:09:35"
153,392,"2013-04-28 18:09:36","2013-04-28 18:09:36"
4,392,"2013-04-28 18:22:46","2013-04-28 18:22:46"
4,392,"2013-04-28 18:22:46","2013-04-28 18:22:46"
4,392,"2013-04-28 18:23:08","2013-04-28 18:23:08"
1226,392,"2013-04-28 18:27:52","2013-04-28 18:27:52"
2802,392,"2013-04-28 18:32:07","2013-04-28 18:32:07"
2947,392,"2013-12-20 10:33:12","2013-12-20 10:33:12"
2950,392,"2013-12-20 10:33:12","2013-12-20 10:33:12"
3189,392,"2013-12-20 10:33:18","2013-12-20 10:33:18"
2947,392,"2013-12-20 10:34:17","2013-12-20 10:34:17"
2950,392,"2013-12-20 10:34:17","2013-12-20 10:34:17"
3189,392,"2013-12-20 10:34:40","2013-12-20 10:34:40"
146,393,"2013-04-28 18:09:35","2013-04-28 18:09:35"
155,393,"2013-04-28 18:09:36","2013-04-28 18:09:36"
197,393,"2013-04-28 18:09:41","2013-04-28 18:09:41"
209,393,"2013-04-28 18:09:42","2013-04-28 18:09:42"
4,393,"2013-04-28 18:23:08","2013-04-28 18:23:08"
4,393,"2013-04-28 18:23:10","2013-04-28 18:23:10"
4,393,"2013-04-28 18:23:10","2013-04-28 18:23:10"
4,393,"2013-04-28 18:23:28","2013-04-28 18:23:28"
4,393,"2013-04-28 18:23:28","2013-04-28 18:23:28"
3196,393,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3217,393,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3220,393,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3412,393,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3413,393,"2013-12-20 10:33:23","2013-12-20 10:33:23"
3196,393,"2013-12-20 10:34:40","2013-12-20 10:34:40"
3217,393,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3220,393,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3412,393,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3413,393,"2013-12-20 10:35:09","2013-12-20 10:35:09"
2308,394,"2013-04-28 18:31:11","2013-04-28 18:31:11"
2320,394,"2013-04-28 18:31:12","2013-04-28 18:31:12"
312,395,"2013-04-28 18:10:51","2013-04-28 18:10:51"
321,395,"2013-04-28 18:10:52","2013-04-28 18:10:52"
4,395,"2013-04-28 18:23:10","2013-04-28 18:23:10"
4,395,"2013-04-28 18:23:29","2013-04-28 18:23:29"
4,395,"2013-04-28 18:23:29","2013-04-28 18:23:29"
4,395,"2013-04-28 18:23:30","2013-04-28 18:23:30"
3222,395,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3428,395,"2013-12-20 10:33:24","2013-12-20 10:33:24"
3429,395,"2013-12-20 10:33:24","2013-12-20 10:33:24"
3439,395,"2013-12-20 10:33:24","2013-12-20 10:33:24"
3222,395,"2013-12-20 10:34:41","2013-12-20 10:34:41"
3428,395,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3429,395,"2013-12-20 10:35:09","2013-12-20 10:35:09"
3439,395,"2013-12-20 10:35:09","2013-12-20 10:35:09"
7,396,"2013-04-28 18:08:43","2013-04-28 18:08:43"
19,396,"2013-04-28 18:08:45","2013-04-28 18:08:45"
7,396,"2013-04-28 18:09:08","2013-04-28 18:09:08"
19,396,"2013-04-28 18:09:10","2013-04-28 18:09:10"
148,396,"2013-04-28 18:09:35","2013-04-28 18:09:35"
152,396,"2013-04-28 18:09:36","2013-04-28 18:09:36"
302,396,"2013-04-28 18:10:49","2013-04-28 18:10:49"
4,396,"2013-04-28 18:23:08","2013-04-28 18:23:08"
1003,396,"2013-04-28 18:27:34","2013-04-28 18:27:34"
3195,396,"2013-12-20 10:33:18","2013-12-20 10:33:18"
3195,396,"2013-12-20 10:34:40","2013-12-20 10:34:40"
27,397,"2013-04-28 18:08:46","2013-04-28 18:08:46"
27,397,"2013-04-28 18:09:11","2013-04-28 18:09:11"
215,397,"2013-04-28 18:09:43","2013-04-28 18:09:43"
971,397,"2013-04-28 18:27:29","2013-04-28 18:27:29"
972,397,"2013-04-28 18:27:30","2013-04-28 18:27:30"
1005,397,"2013-04-28 18:27:34","2013-04-28 18:27:34"
1006,397,"2013-04-28 18:27:34","2013-04-28 18:27:34"
1270,397,"2013-04-28 18:27:59","2013-04-28 18:27:59"
1469,397,"2013-04-28 18:29:05","2013-04-28 18:29:05"
1470,397,"2013-04-28 18:29:05","2013-04-28 18:29:05"
2849,397,"2013-04-28 18:33:41","2013-04-28 18:33:41"
4,398,"2013-04-28 18:23:27","2013-04-28 18:23:27"
4,398,"2013-04-28 18:23:27","2013-04-28 18:23:27"
2859,398,"2013-04-28 18:33:43","2013-04-28 18:33:43"
2859,398,"2013-04-28 18:33:43","2013-04-28 18:33:43"
2861,398,"2013-04-28 18:33:43","2013-04-28 18:33:43"
3396,398,"2013-12-20 10:33:23","2013-12-20 10:33:23"
