 AEOLUS,,,,,,,
FIAT / IVECO,,,,,,,
150. 150N. 150T. 150NC,(2)H2012,(2) P5073,,J3087,J3031,,
150E. 160E. EUROCARGO,H2012/D,P5136 , Z5020,J3040,J3041,,
190.29. 190.29 N. T,H2002,P5021,,J3182,J3183,,
190.33. 190.33 N. T,H2196/D,P5021,,J3182,J3183,,
260 N. 260T,(2) H2002,P5021,,,,,
310 HP CURSOR,H2196D,P5155,,J3182,J3183,,
330      CURSOR,H2196,P5155,,J3182,J3183,,
341 A1. 319A OMNIBUS,(2) H2002,P5021,,,,,
619N. 619N1. 619T1. 697N. 697T,T2003,P5021,,,,K4035,
619N. 619N1. 619T1. 697N. 697T,(2) H2002,P5021,,,,K4035,
673N. 673T sin refrigerador de aceite,(2) H2002,Z5075   ,  Z5076 , P5021,,,
673N. 673T con refrigerador de aceite,(2) H2002,Z5075   ,P5021,,,,
682,T2036,Z5032,,,,,
EUROCARGO 90-14,H2012/D,P5136,,,,P5167 (TA),
EUROCARGO 120 -15,H2012/D,P5136 (2)  ,P5151,J3040,J3041,P5167 (TA),
EURO CARGO 140 E 18.320 E 18,H2012/D,P5136,P5151,J3040,J3041,K4053 P5167 (TA),
EUROCARGO  160 E 23 N/T,H2012/D,P5073 (2),,J3040,J3041,P5151(TA),
EURO CARGO TECTOR 170 E 22 T.D. Intercooler EDC 24 V 6.0  ,H2212,P5176,P5151P5175(CP),J3040,J3041,K4053(DH),
EUROCARGO 170E 21 motor MWM,,,,J3040,J3041,W61000,
EUROCARGO ATTAK 170E22 INTERCOLER,H2212,P5176,P5161(CP),J3627R,J3639R,WA61000,
EUROCARGO 230 HP,H2012/D,P5136  ,,J3040,J3041,P5167 (TA),
EURO TECH CURSOR 180 E 24,H2196/D,P5151,,J3182,J3183,K4053(HI),
EURO TECH 190 E 31 T CURSOR E0681B,H2196,P5151,,J3182,,K4053(HI),
EURO TECH CURSOR 180 E 24,H2196,P5151,,J3182,,,
EURO TECH CURSOR 8 (310C V) T.COMPRESOR  EDC,H2196,P5151,,J3182,,K4053(HI),
EURO TECH  440-42,(2) H2196/D,P5151,(2)P5073,J3182,,,
EUROTRAKKER 200 E 41 H 8210  42 KA 875,H2196/D,P5121,P5151,J3182,,K4053(DH),
EUROTRAKKER 190 E 38  CURSOR 13,H2196,P5151,,,,K4053(DH),
EUROTRAKKER 190 E 44  CURSOR 13,H2196,P5151,,,,K4053(DH),
EUROTRAKKER 340 E 38  CURSOR 13,H2196,P5151,,,,K4053(DH),
EUROTRAKKER 380 E 38  CURSOR 13,H2196,P5151,,,,K4053(DH),
EUROTRAKKER 380 E 44  CURSOE 13,H2196,P5151,,,,K4053(DH),
EUROTRAKKER 410 E 38  CURSOR 13,H2196,P5151,,,,K4053(DH),
EUROTRAKKER 410 E 44  CURSOR 13,H2196,P5151,,,,K4053(DH),
EUROTRAKKER 340 E 44  CURSOR 13 ,H2196,,,,,K4053(DH),
EUROTRAKKER MP 380 E 370 H,H2196/D,P5121,P5151,J3182,,K4053(DH),W6006
310-HP CURSOR,H2196/D,P5155,P5151,J3182,J3183,P5167 (TA),
EUROTRAKKER 450 E 37 HT Turbocooler IVECO 8210-42K,(2)H2196/D,P5073 ,P5151,J3182,,K4053(DH),
EUROTRAKKER 380 E 37 H 6X4,,,,J3589,J3648P,,
EUROTRACKER 410 HP,H2196/D,(2) P5073,,J3182,J3183,P5167 (TA),
EUROSTAR,H2196/D,P5121,,J3182,J3183,K4053(DH),
EURO CARGO CAVALLINO  Version 180 E 32,H2196,P5155,P5161(CP),J3627R,J3639R,,
EURO CARGO CAVALLINO  320 motor CURSOR 8 ELEC.,H2196,P5155,P5162(CP) y P5215,J3627R,J3639R,,
EURO CARGO CAVALLINO  Version 450 E 32 T,H2196,P5155,P5161(CP),,,,
STRALIS CURSOR 8.3 10 CV,H2196,P5208,,,,K4053(DH),
STRALIS 380,H2196/D (2),TF8005,,J3688R,,,
IVECO STRALIS HD 380,H2196 (2),P5215(CP) ,,J3677,,WA61000,
STRALIS 450 E 38 CURSOR 13 370 CC,H2196,,,J3677,,K4053(DH),
STRALIS 420 HD570 - 42 T EURO,H2196,,P5203(CP),J3688R,,K4053(DH),
STAR 220 ,,,,J3627R,J3639R,,
 DAILY 3510 Turbo,H2012/D,P5144 , P5177  ,J3347R,,Z5150 TA,
DAILY 3510 Turbo,H2012/D,P5144 , P5177,J3511R,,Z5150 TA,
DAILY 4013 Electronico,,P5204(CP),,J3511R,,,
DAILY 40 S 14 Electronico,,P5177,P5155,J3511R,,,
DAILY 40. 80,H2012/D,Z5020,,,,,
DAILY 4910,H2012/D,P5074,,J3347R,,Z5150 TA,
DAILY 4910,H2012/D,P5144 , P5177,J3511R,,Z5150 TA,
DAILY 4912,H2012/D,P5174,,,,Z5150 TA,
DAILY 55 C 16,H2037,P5177,P5203(CP)TA,J3511R,,,
DAILY 5912,H2012/D,P5144 O P5177,,J3511R,,,
DAILY 6012,H2012/D,Z5150,,J3511R,,,
DAILY 7012,H2012/D,,,J3511R,,,
DAILY 70 C 16,H2037,P5177,P5203(CP)TA,J3511R,,,
EUROCARGA IVECO,,,,J3632,,,
DAILY IVECO 3.0 HPI  55 C 16 MAXI  FURGONE,H2037,P5177,P5151 (TA),J3511R,,,
CIRCUITO DE FRENO,,,,,,WA61000,
,,,,,,,
 FORD,,,,,,,
CARGO 712,H2167,P5121,P5167 SV,J3197,J3198,,
CARGO 712 ELECTRONICO,H2212,P5176,,J3715,,,
CARGO 814 motor Cummins 4BTAA 3.9,H2168,(2) P5073,,J3197,J3198,K4053(DH),
CARGO 815-Electronico,H2212,P5176,,J3715,,,
CARGO 914 motor Cummins ,H2167,P5136,,J3197,J3198,,
CARGO 915 motor Cummins,H2167,P5136,,J3197,J3198,,
CARGO 915 Electronico,H2212,P5176,,J3582R,,,
CARGO 915 Electronico,H2212,P5176,P5142 SV,J3197,J3198,K4053(DH),
CARGO C1215. C1415. C1422. C1617. C1622,H2168, P5036,P5073,J3319,J3320,K4053(DH),W6007
CARGO 1317 motor Cummins,H2168,P5036,P5121,J3582R,J3616R,,
CARGO 1317 Electronico,H2212,P5176,P5142SV,J3582R,,,
F350. F500. F600 motor V8-292,H2168,P5073,P5036,J3319,J3320,,
CARGO C-1416. C-1716 motor. Cummins ,H2198,P5073,P5036,J3296,J3297,K4053(DH),W6006
GARGO 1317 - 1517 Cummins 6BT5.9  ,H2168,P5121,   P5142SV,J3582R,J3616R,,
CARGO 1517 Electronico,H2212,P5176,P5142SV,J3582R,,,
CARGO 1722 Electronico,H2212,P5176,P5142SV,J3535R,J3536R,,
CARGO C1722. C1730. C2625. MIXER 2422. 2425  Cummins,H2198,P5036, P5073,J3296,J3297,K4053(DH),W6007
CARGO C1722. C1730. C2625. MIXER 2422. 2425 Cummins,H2198,P5036,P5073,J3535R,J3536R,P5142,W6006
CARGO 1817,,,,,,,
CARGO 1832 Electronico,H2198,P5119,P5142 SV,J3535R,J3536R,,
CARGO 1831 motor Cummins,H2198,P5036,P5121,J3535R,J3536R,P5142,W6006
CARGO 2632 Electronico,H2198,P5119,P5142 SV,J3535R,J3536R,,
CARGO 2636 4X6,,,,,,,
FORD 350 CUSTON Internacional A 185 8 CIL.,H2050,,,,,,
FORD 350 Motor Intenacional  Power Stroker 7.3 L,H2050,,,,,,
F350. F400. F500. F600 motor V8-292,T2010,Z5105,,,,,
F350. F500. F600. B600 motor. Perkins 6PF-305,T2035,Z5035,Z5077,,,,
F350. F500. F600. B600 motor. Perkins 6PF-305,T2035,(2) Z5020,,,,,
F350. F3500. F6000. F7000. B7000 motor Perkins 6-354,T2035,Z5020 , Z5035,,,,
F350. F3500. F6000. F7000. B7000 motor Perkins 6-354,T2035,Z5020,Z5040,,,,
F350. F500. F600. B600 motor Perkins 6PF-305,H2015,(2) Z5020,,,,,
F350. F3500. F6000. F7000. B7000 motor Perkins 6-354,H2015,(2) Z5020,,,,,
F350. F400. F600. F7000 motor Perkins 6-354,H2015,(2) Z5020,,,,,
F350. F400. F600. F7000 motor Perkins 6-354,H2015,(2) Z5020,,J3036, J3037,,
F400 motor Perkins 6PF-305,H2015,(2) Z5020,,,,,
F400. F4000 motor. MWM D-229/4,H2088,(2) P5074 , Z5055,J3197,J3198,K4053(DH),W6006
F4000 turbo motor Cummins,H2167,(2) P5074 , P5136,J3197, J3198,,
F7000 motor Deutz F6L-913,H2021,P5073,Z5042,,,,
F14000 motor MWM D-229/6,H2112,(2) P5074 , Z5055,J3197,J3198,K4053(DH),W6006
F14000 HD motor MWM,H2112,,,J3197,J3198,,
F14000 HD motor MWM 6.10 NA,H2002,(2) P5074,,J3197,J3198,K4053(DH),
F14000 motor Cummins 6BTA,H2168,P5036,P5073,J3058,J3464,W6007,
L8000 motor Cummins 6 CTA,H2198,,,J3647,,,
CIRCUITO DE FRENO,,,,,,WA61000,
CARGO C-1317 Electronico ,,,,,,,
CARGO C-1517 Electronico ,,,,,,,
CARGO C-1722 Electronico ,,,,,,,
CARGO C-1932 Electronico ,,,,,,,
CARGO C-2632 Electronico ,,,,,,,
GAZ,,,,,,,
CAMION 4 CIL. diesel turbo,T2165,(2) Z5118,,J3401,,,
,,,,,,,
GROSSPAL,,,,,,,
G-600 motor Perkins 4-203,H2013,Z5020 ,,J3032,J3033,,
G-640 motor Deutz F 4L 913,H2021,P5073 ,Z5042,J3034, J3035,,
G-660 motor Perkins 6PF-305,H2015,(2) Z5020 , ,J: 3036, J3037,,
,,,,,,,
HYUNDAI,,,,,,,
250. 350,H2077,P5113,,J3175 , J3373,,
250. 350,H2014,P5112 , P5047,J3175,,,
H65,H2014,P5134,,J3466 , J3550,,
HD 72,H2014,P5112(CS),,J3550,,,
HD 78,,,,J3668,,,
H 75,H2014,P5112(CS),,J3175,,,
H100  Turbo,H2136,P5112(CS),,J3016,,,
HYUNDAI (Continuación),,,,,,,
H100,H2136,,,J3175 , J3373,,
H-100  H-100 TRUCK,H2136,P5112(CS),,,,,
H100. H1  Minibus,H2014 , H2077,,,,,
,,,,,,,
INTERNACIONAL,,,,,,,
INTERNACIONAL SERIE 4700 DT466 190 HP motor Navista,,P5139,,,,W6006,
4700 DTA 466,H2089,P5139,P5140,,,W6007,
4900 DTA 466,H2089,P5139,P5054,,,W6007,
5000 DTA 466,,P5162,,,,W6007,
8100  DT 530 E,,,,,,W6007,
,,,,,,,
,,,,,,,
ISUZU,,,,,,,
150,T2174 , T2175,,,,,
NHP.  NKR,H2111,P5078,,J3403,,,
NPR 4.8,,(2) P5078,P5084,J3467,,,
,,,,,,,
JAC,,,,,,,
HFC 1061 K. HFC 6600 K. Minibus,H2112,P5074,,J3403,,,
MINIBUS motor 4.3 - sin turbo,H2112,P5136,,,,,
,,,,,,,
JEN BEI,,,,,,,
3900,T2093,Z5146,,J3433,,,
,,,,,,,
KAMAZ,,,,,,,
55111 CAMION,T2165,(2) Z5118,,J3314,,,
,,,,,,,
LIAZ,,,,,,,
CAMION,T2040,(2) Z5055,,J3095,,,
,,,,,,,
MACK,,,,,,,
57MD21A,,,,J3293,,,
ETAZ  637A. 637B. ENDT-675,H2033,P5079,P5080 , P5124, J3207,W6005,
TERMODINE,T2008,,,,,,
MACK  motor RANAULT 350 HP,,,,J3633R,,,
,,,,,,,
MAZDA,,,,,,,
E 3000 ,H2124,,,J3330,,,
T 4000 ,  H2079,P5123,,J3152,,,
,,,,,,,
MERCEDES BENZ,,,,,,,
608 L,T2100,(2) Z5055,, J3032,J3033,,
608 L motor OM314,T2106,(2) Z5055,,J3032,J3033,,
L709 Importado,T2034,(2) Z5038,,J3637(PA),,,
709D L. 710D L. 913 L. 810 L.  813D LO. 913D L,T2034 , T2017,,J3034, J3035,,
710. 914. 1114 motor OM 364 A/LA,T2034,(2) Z5055,,J3197,J3198,K4053(DH),
710,H2089,(2) Z5055,,J3034,J3035,,
710. LO814. 914. 1014. 1114. 1214. LN1 motor OM 364,T2034,,,J3197,J3198,K4053(DH),
710,H2089,(2) Z5055,P5179,J3087,J3031,,
710,T2034,P5178,P5191,J3197,J3098,,
710  Plus electronico,T2034, P5161(CP),,,,,
712 C - 914 Electronico motor OM 904 L/LA,T2216E,P5161(CP),P5179 , Z5194 ,,K4053(DH),
813D L. 913D L,T2034 , T2017,,J3036, J3037,,
911. 1112. 1114. LO 1514. OF 1214. OH 1314. L 1518,T2102,(2) Z5055,,,,,
911. 1112. 1114. LO 1514. OF 1214. OH 1314. L 1517. L 1518,T2103,(2) Z5055,,J3087, J3031,K4053(DH),
914 Electronico OM 904 LA,,,,J3517R,,K4053 (P5179),
915 Electronico OM 904 LA,T2216E,Z5194E,TF8005 , P5161CP,,,
OF 1115 L-SB OM904 LA Turboalimentado post-enfriado ,,P5161,,J3517R,,,
1214/1218/1414/1418/1714/1620/1718/2318/2418/1720/1723/1721,H2089,P5054     ,P5161 (CP),J3409,,K4053(DH),
1215 Electronico motor OM 904 LA,,P5161(CP),,J3517R , J3409,K4053(DH),
1215 L. LK,T2017,(2) Z5055,,   J3036 , J3087,K4053(DH),
1215. 1614. 1722,H2089,(2) Z5055,,J3087,J3031,,
1215 CITY Electronico OM 904 LA,,,,J3517R,,K4053(P5179),
L / LK 1218 Electronico OM 904 LA,,,,J3627R,J3639R,P5179,
1218 Electronico,T2216E,Z5194,,J3584R,,,
OF 1315-OH 1315 OM 366,T2017,(2) Z5055,,J3087,J3031,K4053(DH),
OH 1318 OM 366,T2017,(2) Z5055,,J3087,J3031,K4053(DH),
OF 1417 Electronico OM 904 L / LA,,P5179 S/V,,J3517R,,,
OH 1420 OM 366 LA,H2089,,,J3258,J3114,K4053(DH),
OH 1421 L,H2089,,,J3627R,J3639R,,
1521 L. OH 1419,T2104,(2) Z5038,,J3087, J3031,K4053(DH),
1526. OH 1426. OH 1419,T2104,(2) Z5038,,J3040, J3041,K4053(DH),
1618 M. OM 904 LA,,P5161(CP),P5179,J3517R,,K4053(DH),
1619 L. 1620L. 1622L - LS motor OM 366. 366A,T2017,(2) Z5055,, J3087,J3031,,
1620 - 1920 OM 366 LA,T2017,(2) Z5055,,J3087,J3031,K4053(DH),
1620 L (Brasil) ,H2089,(2) Z5055,,J3087, J3031,K4053(DH),
1620 L,H2089,P5156,,J3409,,,
OH  1621 L -LE OM 366 LA,H2089,P5161 S/V,,J3258,J3114,K4053(DH),
1622 L / 1320 L. motor OH 1621,T2017,(2) Z5055,,J3258,J3114,,
1622 (6X4) OM 924 LA,,,,J3627R,J3639R,K4053(P5179,
L1623 Electronico  OM 906 L. LA,T2217E,,,,,K4053(P5179),
OH 1623 LG M 366 LAG,H2089,P5179 S/V,,J3258,J3114,,
L - LS 1623,H2089,P5156,,J3409,,,
L 1623 Electronico OM 906 L/LA,,,,J3627R,J3639R,K4053(DH),
1624 Electronico,T2216E,Z5194,,J3627R,J3639R,,
1624 Electronico,T2217E,Z5194,,J3627R,J3639R,WA61000,
OH 1628 L OM 449 LA,T2105,,,J3182,J3183,,
1632,T2105,P5142,,J3258,J3114,K4053(DH),
1638 (MB 0374 CHASIS)  OM 447,T2149,(2) Z5038,,J3182,J3183,K4053(DH),
L- LS. 1633. LS-1625. 1630 OM 449 LA Turbo intercooler,T2105,(2) Z5038,,J3258,J3114,K4053(DH),
L-LS 1623-LS 1625-LS 1630 OM 449 LA turbo intercooler,T2105,(2) Z5038,,J3258,J3114,K4053(DH),
1634 LS OM 447 LA II,T2149,(2) Z5038,,J3584R,,K4053(DH),
1644 / 1844 / 1944 / 2244 / 2544 / 2644,T2149 , T2017,,J3398,K4053,,
1715. 1722 S,T2017,(2) Z5055,,,,,
A 1718 4X4 OM 366 A turbo,T2017,P5179 S/V,,J3087,J3031,K4053(DH),
K 1718 OM 366 A/ LA ,H2089,P5179 S/V,,J3409,,K4053(DH),
L 1718 6X2 OM 366 A,T2017,Z5055 , P5179 S/V,J3087,J3031,K4053(DH),
1718 M Turbo Intercooler 4.3 OM 904 LA,,,,J3409 , 3517R,K4053(DH),
OH 1721 L SB,H2089,P5142,,J3258,J3114,,
S 1721  OM 366 A/ LA,H2089,P5179 S/V,,J3409,,K4053(DH),
OF 1721 Mecanico OM 366 LA,H2089,P5179 S/V,,J3627R,J3639R,K4053(DH),
OF 1721 Electronico OM 906 LA,T2217E,,,J3627R,J3639R,K4053(DH),
L 1723 Electronico OM L/LA,T2217E,,,J3627R,J3639R,K4053(P5179),
ATEGO I OM906. LA-OM926. LA. 1725,T2217E,P5161S/V,,J3655R,,,
1728 Electronico DC OM 906 LA,T2217E,,,J3409,,K4053(DH),
1840 / 1940 / 2540 motor OM 402 / 442 LA,T2017,(2) Z5038,,J3398,K4053,,
1914 LN. 1014.  814 LO. 710. motor OM 364 LA,T2034,(2) Z5055,,J3197,J3198,K4053(DH),
1934,T2149,(2) Z5038,,,,,P5161 TA
LS 1935. L-LS 1941 OM 447 LA Turbo intercooler,T2149,(2) Z5038,,J3182,J3183,K4053(DH),
1935 L. LS. 1938 L. LS. 1941 L. LS. 1945 L. LS. 2635 L. LS. LK,T2149,(2) Z5038,,J3182,J3183,K4053(DH),
1938 L- LS Electronico OM 457 ,H2089,Z5196,,J3182,J3183,K4053(DH),
1938 S Electronico,,Z5196,,,,K4053(P5179),
L - LS 1938 OM 447 LA ,T2149,(2) Z5038,,J3182,J3183,K4053(DH),
1944 OM 457 LA Turbo intercooler,,Z5196,,J3584R,,K4053(P5179),
2318 L- LB OM 366 A / LA,H2089,P5179 S/V,,J3409,,K4053(DH),
2423 B-K OM 906 LA,T2217E,,,J3409,,K4053(P5179),
2325 L- LB - LK - 6X4 motor OM 449 A turbo alimentado,T2105,(2) Z5038,,J3258,J3114,K4053(DH),
2418 OM 366 A/ LA,H2089,P5179 S/V,,J3409,,K4053(DH),
2428 OM 906 LA,T2217E,,,J3409,,K4053(DH),
2638 L-LS-LK OM 457 LA Turbo intercooler,,Z5196,,,,K4053(DH),
L - LK - LS 2635 6X4 OM 447 LA Turbo intercooler,T2149,(2) Z5038,,J3182,J3183,K4053(DH),
3244 / 3544 / 2044 motor OM 442,T2149 , T2017,,J3398,,K4053(DH),
OF-1418 BUS,,,Z5194E,J3517R,,,
OHL 1320 -1420 BUSES c/suspension neumatica OM 366 A,T2017 , H2089,,J3087,J3031,K4053(DH),
CHASIS OF 1318. OF 1620. OH 1621L. motor OM 366 A/LA,H2089,,,J3087,J3031,K4053(DH),
CHASIS OH 1635L OMNIBUS 0400 RSD/RSE motor OM447 LA,T2149,(2) Z5038,,J3182,J3183,K4053(DH),
INTERNACIONAL turbo diesel motor DTA 466 N,H2089,P5140,P5139,,,,
MERCEDES BENZ (Continuación),,,,,,,
OHL 1316. OHL 1320,T2017,(2) Z5055,,J3087,J3031,K4053(DH),
OMNIBUS 0400 VTA motor OM 449 LA,T2105,,,J3258,J3114,K4053(DH),
OMNIBUS CAJA AUTOMATICA (Algunos modelos),,,,,,K4053(DH),
FILTRO RACOR A 4760927201KZ OM 447 LA. OM 447,,P5156,,,,,
FITRO  RACOR  A 3760927201KZ,,P5157,,,,,
FILTRO RACOR A 3900920001 OM 364 A;OM 364 LA,,P5142,,,,,
FILTRO RACOR A 4760927201 C/Purgador. rosca 1X14 H185,,P5161,,,,,
FILTRO RACOR A 3760927201 C/Purgador. rosca 1X14 H185,,P5162,,,,,
AXOR II (OM906-LA-OM926-LA-OM 457 LA,,,,,,,
ATAC 170 220,H2212,P5036,TF8005,J3627R,J3639R,,
MOTOR OM 366 LA,T2224,,,,,,
CIRCUITO DE FRENO,,,,,WA61000,,
,,,,,,,
MITSUBISHI,,,,,,,
CANTER,T2109,Z5071,,J3215,,,
CANTER,H2004,,,J3215,,,
CANTER,H2136,P5113,,J3215,,,
CANTER ,H2094,P5113,,J3215,,,
CANTER motor 3.9,H2014,P5113,,J3421,,,
,,,,,,,
NISSAN ,,,,,,,
150 turbo ,H2062,,,,,,
CP 14 6 CIL. 210 turbo,T2203,Z5171,,J3227,J3228,,
CP 16 - 246 HP,T2203,(2) Z5038,Z5171 TA,J3073,J3074,,
CPB 87-197 HP turbo,H2062,P5113,,J3227,J3228,,
ECO T100/54 turbo intercooler,H2069,P5114C/S,,J3569R,J3570R,,
,,,,,,,
RASTROJERO / IME,,,,,,,
FRONTAL motor  Indenor XD 6-90,H2131,Z5067,,,,,
FRONTAL motor  Indenor XD 6-90,T2117,Z5067,,,,,
,,,,,,,
RENAULT,,,,,,,
MAGNUM AE 420 HP,H2033,(2) P5136,,J3095,J3008,,
MIDLINER Intercooler MS 300 P,H2033,P5124,,,,,
MIDLINER MS 230 HP. MANAGER G 300 HP,H2033,(2) P5136,,J3040,,,
MIDLINER Intercooler MS 300 P,H2033,     P5124,,J3491,,,
PREMIUM F-1 TEAM,(2) H2033,,,J3614R,J3615R,K4053(DH),
KERAX 420 DCI. 11-420 Common rail,(2) H2033,,,J3614R,J3615R,K4053(DH),
PREMIUM HR 385-24T-HR 385-19T MIDR 06-23-56,(2) H2033,(2) P5174,,J3614R,J3615R,K4053(DH),
PREMIUM HR 340-19T MIDR 06-20-45,(2) H2033,,,J3614R,J3615R,K4053(DH),
RENAULT PREMIUN 300 Common rail,,,,J3620R,J3712R,,
CIRCUITO DE FRENO,,,,,,WA61000,WA62000
,,,,,,,
SANXING,,,,,,,
CAMION motor 3.3,T2176,Z5071,,  J3028(CD) , J3433,,
,,,,,,,
SCANIA,,,,,,,
114R - 114G. R124. 260. 320. 360. 420,H2033,P5143,Z5098,J3635R,J3636R,K4084,
K 112 OMNIBUS,H2048 (T),(2) P5073 ,, J3260,J3114,,
L 75. L76. L110,,(2) Z5038,,,,,
L 111. LT111. BR 116 OMNIBUS,H2048 (T),(2) P5073 ,, J3258,J3114,,
P93 - 210,H2048 (T),(2) P5073,Z5097 (TA),J3348,J3349,K4053(DH),W6006
P93 - 250,H2048 (T),(2) P5073 ,Z5097 (TA),J3259,J3183,K4053(DH),W6006
P94  D260,H2033,P5143,Z5097 (TA),J3635R,,K4053(DH),W6006
P94   310,H2033 / H2048 (T),P5143,,J3635R,J3636R,W6006,
R112. T112. K112. R113H. T113H,H2048 (T),(2) P5073,Z5097 TA,J3259,J3183,K4053(DH),W6006
G380 4X2 Electronico,H2033,,,J3635R,J3636R,K4084CV,WA62000
310 Electronico,H2033,,,J3673R,J3674R,,
P-310,H2033,P5161S/V,,,,,
